track,model,macro_f1,micro_f1,macro_recall,macro_precision,macro_pr_auc,hamming_loss,jaccard_samples
PRE_LAB,Extra Trees,0.5352552849096628,0.851063829787234,0.5348571428571429,0.6681436210847975,0.5823122053838712,0.09090909090909091,0.8095238095238094
