label,performance,safety,operational
malaria,0.3,0.19999999999999998,0.3
other_diseases,0.49999999999999994,0.3999999999999999,0.49999999999999994
dengue,0.5499999999999999,0.44999999999999996,0.5499999999999999
typhoid,0.5499999999999999,0.44999999999999996,0.5499999999999999
yellow_fever,0.39999999999999997,0.29999999999999993,0.39999999999999997
